pokemonID,moveName,type,power,accuracy
265,poison-sting,poison,15,100
265,string-shot,bug,0,95
265,snore,normal,50,100
265,bug-bite,bug,60,100
265,electroweb,electric,55,95
266,tackle,normal,40,100
266,poison-sting,poison,15,100
266,string-shot,bug,0,95
266,harden,normal,0,0
266,iron-defense,steel,0,0
266,bug-bite,bug,60,100
266,electroweb,electric,55,95
267,gust,flying,40,100
267,whirlwind,normal,0,0
267,tackle,normal,40,100
267,double-edge,normal,120,100
267,poison-sting,poison,15,100
267,hyper-beam,normal,150,90
267,absorb,grass,20,100
267,mega-drain,grass,40,100
267,solar-beam,grass,120,100
267,stun-spore,grass,0,75
267,string-shot,bug,0,95
267,toxic,poison,0,90
267,psychic,psychic,90,100
267,rage,normal,20,100
267,mimic,normal,0,0
267,double-team,normal,0,0
267,harden,normal,0,0
267,swift,normal,60,0
267,leech-life,bug,80,100
267,flash,normal,0,100
267,rest,psychic,0,0
267,substitute,normal,0,0
267,thief,dark,60,100
267,snore,normal,50,100
267,protect,normal,0,0
267,giga-drain,grass,75,100
267,endure,normal,0,0
267,swagger,normal,0,85
267,attract,normal,0,100
267,sleep-talk,normal,0,0
267,return,normal,0,100
267,frustration,normal,0,100
267,safeguard,normal,0,0
267,morning-sun,normal,0,0
267,hidden-power,normal,60,100
267,twister,dragon,40,100
267,sunny-day,fire,0,0
267,shadow-ball,ghost,80,100
267,facade,normal,70,100
267,secret-power,normal,70,100
267,air-cutter,flying,60,95
267,silver-wind,bug,60,100
267,signal-beam,bug,75,100
267,aerial-ace,flying,60,0
267,iron-defense,steel,0,0
267,roost,flying,0,0
267,natural-gift,normal,0,100
267,tailwind,flying,0,0
267,u-turn,bug,70,100
267,air-slash,flying,75,95
267,bug-buzz,bug,90,100
267,energy-ball,grass,90,100
267,giga-impact,normal,150,90
267,defog,flying,0,0
267,captivate,normal,0,100
267,bug-bite,bug,60,100
267,ominous-wind,ghost,60,100
267,venoshock,poison,65,100
267,quiver-dance,bug,0,0
267,round,normal,60,100
267,acrobatics,flying,55,100
267,struggle-bug,bug,50,100
267,electroweb,electric,55,95
267,confide,normal,0,0
267,infestation,bug,20,100
267,laser-focus,normal,0,0
268,tackle,normal,40,100
268,poison-sting,poison,15,100
268,string-shot,bug,0,95
268,harden,normal,0,0
268,iron-defense,steel,0,0
268,bug-bite,bug,60,100
268,electroweb,electric,55,95
269,gust,flying,40,100
269,whirlwind,normal,0,0
269,tackle,normal,40,100
269,double-edge,normal,120,100
269,poison-sting,poison,15,100
269,psybeam,psychic,65,100
269,hyper-beam,normal,150,90
269,solar-beam,grass,120,100
269,poison-powder,poison,0,75
269,string-shot,bug,0,95
269,toxic,poison,0,90
269,confusion,psychic,50,100
269,psychic,psychic,90,100
269,mimic,normal,0,0
269,double-team,normal,0,0
269,harden,normal,0,0
269,light-screen,psychic,0,0
269,swift,normal,60,0
269,leech-life,bug,80,100
269,flash,normal,0,100
269,rest,psychic,0,0
269,substitute,normal,0,0
269,thief,dark,60,100
269,snore,normal,50,100
269,protect,normal,0,0
269,sludge-bomb,poison,90,100
269,giga-drain,grass,75,100
269,endure,normal,0,0
269,swagger,normal,0,85
269,attract,normal,0,100
269,sleep-talk,normal,0,0
269,return,normal,0,100
269,frustration,normal,0,100
269,moonlight,fairy,0,0
269,hidden-power,normal,60,100
269,twister,dragon,40,100
269,sunny-day,fire,0,0
269,shadow-ball,ghost,80,100
269,facade,normal,70,100
269,secret-power,normal,70,100
269,air-cutter,flying,60,95
269,silver-wind,bug,60,100
269,signal-beam,bug,75,100
269,extrasensory,psychic,80,100
269,aerial-ace,flying,60,0
269,iron-defense,steel,0,0
269,roost,flying,0,0
269,natural-gift,normal,0,100
269,tailwind,flying,0,0
269,u-turn,bug,70,100
269,bug-buzz,bug,90,100
269,energy-ball,grass,90,100
269,giga-impact,normal,150,90
269,defog,flying,0,0
269,captivate,normal,0,100
269,bug-bite,bug,60,100
269,ominous-wind,ghost,60,100
269,venoshock,poison,65,100
269,quiver-dance,bug,0,0
269,round,normal,60,100
269,acrobatics,flying,55,100
269,struggle-bug,bug,50,100
269,electroweb,electric,55,95
269,confide,normal,0,0
269,infestation,bug,20,100
269,laser-focus,normal,0,0
270,swords-dance,normal,0,0
270,headbutt,normal,70,100
270,body-slam,normal,85,100
270,take-down,normal,90,85
270,double-edge,normal,120,100
270,growl,normal,0,100
270,mist,ice,0,0
270,water-gun,water,40,100
270,surf,water,90,100
270,ice-beam,ice,90,100
270,blizzard,ice,110,70
270,bubble-beam,water,65,100
270,counter,fighting,0,100
270,absorb,grass,20,100
270,mega-drain,grass,40,100
270,leech-seed,grass,0,90
270,razor-leaf,grass,55,95
270,solar-beam,grass,120,100
270,toxic,poison,0,90
270,mimic,normal,0,0
270,double-team,normal,0,0
270,bubble,water,40,100
270,flash,normal,0,100
270,rest,psychic,0,0
270,substitute,normal,0,0
270,thief,dark,60,100
270,snore,normal,50,100
270,flail,normal,0,100
270,protect,normal,0,0
270,icy-wind,ice,55,95
270,giga-drain,grass,75,100
270,endure,normal,0,0
270,swagger,normal,0,85
270,attract,normal,0,100
270,sleep-talk,normal,0,0
270,return,normal,0,100
270,frustration,normal,0,100
270,sweet-scent,normal,0,100
270,synthesis,grass,0,0
270,hidden-power,normal,60,100
270,rain-dance,water,0,0
270,sunny-day,fire,0,0
270,whirlpool,water,35,85
270,uproar,normal,90,100
270,hail,ice,0,0
270,facade,normal,70,100
270,nature-power,normal,0,0
270,secret-power,normal,70,100
270,teeter-dance,normal,0,100
270,astonish,ghost,30,100
270,weather-ball,normal,50,100
270,tickle,normal,0,100
270,muddy-water,water,90,85
270,bullet-seed,grass,25,100
270,magical-leaf,grass,60,0
270,water-pulse,water,60,100
270,natural-gift,normal,0,100
270,seed-bomb,grass,80,100
270,energy-ball,grass,90,100
270,zen-headbutt,psychic,80,90
270,captivate,normal,0,100
270,grass-knot,grass,0,100
270,round,normal,60,100
270,echoed-voice,normal,40,100
270,scald,water,80,100
270,disarming-voice,fairy,40,0
270,grassy-terrain,grass,0,0
270,confide,normal,0,0
270,grassy-glide,grass,55,100
270,tera-blast,normal,80,100
270,trailblaze,grass,50,100
270,chilling-water,water,50,100
271,mega-punch,normal,80,85
271,fire-punch,fire,75,100
271,ice-punch,ice,75,100
271,thunder-punch,electric,75,100
271,swords-dance,normal,0,0
271,mega-kick,normal,120,75
271,headbutt,normal,70,100
271,body-slam,normal,85,100
271,take-down,normal,90,85
271,double-edge,normal,120,100
271,growl,normal,0,100
271,mist,ice,0,0
271,water-gun,water,40,100
271,hydro-pump,water,110,80
271,surf,water,90,100
271,ice-beam,ice,90,100
271,blizzard,ice,110,70
271,bubble-beam,water,65,100
271,counter,fighting,0,100
271,strength,normal,80,100
271,absorb,grass,20,100
271,mega-drain,grass,40,100
271,leech-seed,grass,0,90
271,razor-leaf,grass,55,95
271,solar-beam,grass,120,100
271,toxic,poison,0,90
271,mimic,normal,0,0
271,double-team,normal,0,0
271,metronome,normal,0,0
271,waterfall,water,80,100
271,bubble,water,40,100
271,flash,normal,0,100
271,fury-swipes,normal,18,80
271,rest,psychic,0,0
271,substitute,normal,0,0
271,thief,dark,60,100
271,snore,normal,50,100
271,flail,normal,0,100
271,protect,normal,0,0
271,mud-slap,ground,20,100
271,icy-wind,ice,55,95
271,giga-drain,grass,75,100
271,endure,normal,0,0
271,swagger,normal,0,85
271,attract,normal,0,100
271,sleep-talk,normal,0,0
271,return,normal,0,100
271,frustration,normal,0,100
271,dynamic-punch,fighting,100,50
271,encore,normal,0,100
271,sweet-scent,normal,0,100
271,synthesis,grass,0,0
271,hidden-power,normal,60,100
271,rain-dance,water,0,0
271,sunny-day,fire,0,0
271,rock-smash,fighting,40,100
271,whirlpool,water,35,85
271,fake-out,normal,40,100
271,uproar,normal,90,100
271,hail,ice,0,0
271,facade,normal,70,100
271,nature-power,normal,0,0
271,brick-break,fighting,75,100
271,knock-off,dark,65,100
271,secret-power,normal,70,100
271,dive,water,80,100
271,teeter-dance,normal,0,100
271,hyper-voice,normal,90,100
271,astonish,ghost,30,100
271,weather-ball,normal,50,100
271,tickle,normal,0,100
271,muddy-water,water,90,85
271,bullet-seed,grass,25,100
271,mud-shot,ground,55,95
271,magical-leaf,grass,60,0
271,water-sport,water,0,0
271,water-pulse,water,60,100
271,natural-gift,normal,0,100
271,fling,dark,0,100
271,seed-bomb,grass,80,100
271,drain-punch,fighting,75,100
271,energy-ball,grass,90,100
271,zen-headbutt,psychic,80,90
271,captivate,normal,0,100
271,grass-knot,grass,0,100
271,hone-claws,dark,0,0
271,round,normal,60,100
271,echoed-voice,normal,40,100
271,scald,water,80,100
271,disarming-voice,fairy,40,0
271,grassy-terrain,grass,0,0
271,confide,normal,0,0
271,power-up-punch,fighting,40,100
271,grassy-glide,grass,55,100
271,tera-blast,normal,80,100
271,trailblaze,grass,50,100
271,chilling-water,water,50,100
272,mega-punch,normal,80,85
272,fire-punch,fire,75,100
272,ice-punch,ice,75,100
272,thunder-punch,electric,75,100
272,swords-dance,normal,0,0
272,mega-kick,normal,120,75
272,headbutt,normal,70,100
272,body-slam,normal,85,100
272,take-down,normal,90,85
272,double-edge,normal,120,100
272,growl,normal,0,100
272,mist,ice,0,0
272,water-gun,water,40,100
272,hydro-pump,water,110,80
272,surf,water,90,100
272,ice-beam,ice,90,100
272,blizzard,ice,110,70
272,bubble-beam,water,65,100
272,hyper-beam,normal,150,90
272,counter,fighting,0,100
272,seismic-toss,fighting,0,100
272,strength,normal,80,100
272,absorb,grass,20,100
272,mega-drain,grass,40,100
272,razor-leaf,grass,55,95
272,solar-beam,grass,120,100
272,toxic,poison,0,90
272,mimic,normal,0,0
272,double-team,normal,0,0
272,metronome,normal,0,0
272,waterfall,water,80,100
272,swift,normal,60,0
272,amnesia,psychic,0,0
272,flash,normal,0,100
272,fury-swipes,normal,18,80
272,rest,psychic,0,0
272,substitute,normal,0,0
272,thief,dark,60,100
272,snore,normal,50,100
272,flail,normal,0,100
272,protect,normal,0,0
272,mud-slap,ground,20,100
272,icy-wind,ice,55,95
272,giga-drain,grass,75,100
272,endure,normal,0,0
272,swagger,normal,0,85
272,attract,normal,0,100
272,sleep-talk,normal,0,0
272,return,normal,0,100
272,frustration,normal,0,100
272,dynamic-punch,fighting,100,50
272,encore,normal,0,100
272,sweet-scent,normal,0,100
272,synthesis,grass,0,0
272,hidden-power,normal,60,100
272,rain-dance,water,0,0
272,sunny-day,fire,0,0
272,rock-smash,fighting,40,100
272,whirlpool,water,35,85
272,fake-out,normal,40,100
272,uproar,normal,90,100
272,hail,ice,0,0
272,facade,normal,70,100
272,focus-punch,fighting,150,100
272,nature-power,normal,0,0
272,brick-break,fighting,75,100
272,knock-off,dark,65,100
272,secret-power,normal,70,100
272,dive,water,80,100
272,teeter-dance,normal,0,100
272,hyper-voice,normal,90,100
272,astonish,ghost,30,100
272,weather-ball,normal,50,100
272,tickle,normal,0,100
272,muddy-water,water,90,85
272,bullet-seed,grass,25,100
272,mud-shot,ground,55,95
272,magical-leaf,grass,60,0
272,water-pulse,water,60,100
272,natural-gift,normal,0,100
272,fling,dark,0,100
272,seed-bomb,grass,80,100
272,drain-punch,fighting,75,100
272,focus-blast,fighting,120,70
272,energy-ball,grass,90,100
272,giga-impact,normal,150,90
272,zen-headbutt,psychic,80,90
272,rock-climb,normal,90,85
272,leaf-storm,grass,130,90
272,captivate,normal,0,100
272,grass-knot,grass,0,100
272,hone-claws,dark,0,0
272,round,normal,60,100
272,echoed-voice,normal,40,100
272,scald,water,80,100
272,disarming-voice,fairy,40,0
272,grassy-terrain,grass,0,0
272,confide,normal,0,0
272,power-up-punch,fighting,40,100
272,grassy-glide,grass,55,100
272,tera-blast,normal,80,100
272,ice-spinner,ice,80,100
272,trailblaze,grass,50,100
272,chilling-water,water,50,100
273,razor-wind,normal,80,100
273,swords-dance,normal,0,0
273,headbutt,normal,70,100
273,tackle,normal,40,100
273,body-slam,normal,85,100
273,take-down,normal,90,85
273,double-edge,normal,120,100
273,absorb,grass,20,100
273,mega-drain,grass,40,100
273,leech-seed,grass,0,90
273,growth,normal,0,0
273,solar-beam,grass,120,100
273,dig,ground,80,100
273,toxic,poison,0,90
273,quick-attack,normal,40,100
273,mimic,normal,0,0
273,double-team,normal,0,0
273,harden,normal,0,0
273,defense-curl,normal,0,0
273,bide,normal,0,0
273,self-destruct,normal,200,100
273,amnesia,psychic,0,0
273,flash,normal,0,100
273,explosion,normal,250,100
273,rest,psychic,0,0
273,substitute,normal,0,0
273,snore,normal,50,100
273,curse,ghost,0,0
273,spite,ghost,0,100
273,protect,normal,0,0
273,giga-drain,grass,75,100
273,endure,normal,0,0
273,rollout,rock,30,90
273,false-swipe,normal,40,100
273,swagger,normal,0,85
273,attract,normal,0,100
273,sleep-talk,normal,0,0
273,return,normal,0,100
273,frustration,normal,0,100
273,synthesis,grass,0,0
273,hidden-power,normal,60,100
273,rain-dance,water,0,0
273,sunny-day,fire,0,0
273,shadow-ball,ghost,80,100
273,rock-smash,fighting,40,100
273,beat-up,dark,0,100
273,facade,normal,70,100
273,nature-power,normal,0,0
273,endeavor,normal,0,100
273,secret-power,normal,70,100
273,astonish,ghost,30,100
273,bullet-seed,grass,25,100
273,magical-leaf,grass,60,0
273,natural-gift,normal,0,100
273,payback,dark,50,100
273,power-swap,psychic,0,0
273,worry-seed,grass,0,100
273,sucker-punch,dark,70,100
273,night-slash,dark,70,100
273,seed-bomb,grass,80,100
273,energy-ball,grass,90,100
273,nasty-plot,dark,0,0
273,defog,flying,0,0
273,leaf-storm,grass,130,90
273,captivate,normal,0,100
273,grass-knot,grass,0,100
273,foul-play,dark,95,100
273,round,normal,60,100
273,retaliate,normal,70,100
273,grassy-terrain,grass,0,0
273,confide,normal,0,0
273,grassy-glide,grass,55,100
273,tera-blast,normal,80,100
273,trailblaze,grass,50,100
274,pound,normal,40,100
274,razor-wind,normal,80,100
274,swords-dance,normal,0,0
274,cut,normal,50,95
274,mega-kick,normal,120,75
274,headbutt,normal,70,100
274,tackle,normal,40,100
274,body-slam,normal,85,100
274,take-down,normal,90,85
274,double-edge,normal,120,100
274,hyper-beam,normal,150,90
274,low-kick,fighting,0,100
274,strength,normal,80,100
274,absorb,grass,20,100
274,mega-drain,grass,40,100
274,leech-seed,grass,0,90
274,growth,normal,0,0
274,razor-leaf,grass,55,95
274,solar-beam,grass,120,100
274,dig,ground,80,100
274,toxic,poison,0,90
274,quick-attack,normal,40,100
274,mimic,normal,0,0
274,double-team,normal,0,0
274,harden,normal,0,0
274,defense-curl,normal,0,0
274,self-destruct,normal,200,100
274,swift,normal,60,0
274,amnesia,psychic,0,0
274,flash,normal,0,100
274,explosion,normal,250,100
274,rest,psychic,0,0
274,rock-slide,rock,75,90
274,substitute,normal,0,0
274,thief,dark,60,100
274,snore,normal,50,100
274,curse,ghost,0,0
274,spite,ghost,0,100
274,protect,normal,0,0
274,scary-face,normal,0,100
274,feint-attack,dark,60,0
274,mud-slap,ground,20,100
274,giga-drain,grass,75,100
274,endure,normal,0,0
274,rollout,rock,30,90
274,false-swipe,normal,40,100
274,swagger,normal,0,85
274,fury-cutter,bug,40,95
274,attract,normal,0,100
274,sleep-talk,normal,0,0
274,return,normal,0,100
274,frustration,normal,0,100
274,synthesis,grass,0,0
274,hidden-power,normal,60,100
274,rain-dance,water,0,0
274,sunny-day,fire,0,0
274,psych-up,normal,0,0
274,shadow-ball,ghost,80,100
274,rock-smash,fighting,40,100
274,beat-up,dark,0,100
274,fake-out,normal,40,100
274,uproar,normal,90,100
274,torment,dark,0,100
274,facade,normal,70,100
274,nature-power,normal,0,0
274,brick-break,fighting,75,100
274,knock-off,dark,65,100
274,endeavor,normal,0,100
274,secret-power,normal,70,100
274,astonish,ghost,30,100
274,weather-ball,normal,50,100
274,air-cutter,flying,60,95
274,rock-tomb,rock,60,95
274,extrasensory,psychic,80,100
274,bullet-seed,grass,25,100
274,magical-leaf,grass,60,0
274,leaf-blade,grass,90,100
274,natural-gift,normal,0,100
274,payback,dark,50,100
274,assurance,dark,60,100
274,embargo,dark,0,100
274,fling,dark,0,100
274,power-swap,psychic,0,0
274,worry-seed,grass,0,100
274,sucker-punch,dark,70,100
274,dark-pulse,dark,80,100
274,night-slash,dark,70,100
274,seed-bomb,grass,80,100
274,energy-ball,grass,90,100
274,nasty-plot,dark,0,0
274,defog,flying,0,0
274,leaf-storm,grass,130,90
274,captivate,normal,0,100
274,grass-knot,grass,0,100
274,low-sweep,fighting,65,100
274,foul-play,dark,95,100
274,round,normal,60,100
274,retaliate,normal,70,100
274,snarl,dark,55,95
274,grassy-terrain,grass,0,0
274,confide,normal,0,0
274,power-up-punch,fighting,40,100
274,solar-blade,grass,125,100
274,grassy-glide,grass,55,100
274,lash-out,dark,75,100
274,tera-blast,normal,80,100
274,trailblaze,grass,50,100
274,chilling-water,water,50,100
275,pound,normal,40,100
275,swords-dance,normal,0,0
275,cut,normal,50,95
275,whirlwind,normal,0,0
275,mega-kick,normal,120,75
275,headbutt,normal,70,100
275,tackle,normal,40,100
275,body-slam,normal,85,100
275,take-down,normal,90,85
275,double-edge,normal,120,100
275,hyper-beam,normal,150,90
275,low-kick,fighting,0,100
275,strength,normal,80,100
275,absorb,grass,20,100
275,mega-drain,grass,40,100
275,leech-seed,grass,0,90
275,growth,normal,0,0
275,razor-leaf,grass,55,95
275,solar-beam,grass,120,100
275,dig,ground,80,100
275,toxic,poison,0,90
275,quick-attack,normal,40,100
275,mimic,normal,0,0
275,screech,normal,0,85
275,double-team,normal,0,0
275,harden,normal,0,0
275,confuse-ray,ghost,0,100
275,defense-curl,normal,0,0
275,self-destruct,normal,200,100
275,swift,normal,60,0
275,amnesia,psychic,0,0
275,flash,normal,0,100
275,explosion,normal,250,100
275,rest,psychic,0,0
275,rock-slide,rock,75,90
275,substitute,normal,0,0
275,thief,dark,60,100
275,snore,normal,50,100
275,curse,ghost,0,0
275,reversal,fighting,0,100
275,spite,ghost,0,100
275,protect,normal,0,0
275,scary-face,normal,0,100
275,feint-attack,dark,60,0
275,mud-slap,ground,20,100
275,icy-wind,ice,55,95
275,giga-drain,grass,75,100
275,endure,normal,0,0
275,rollout,rock,30,90
275,false-swipe,normal,40,100
275,swagger,normal,0,85
275,fury-cutter,bug,40,95
275,attract,normal,0,100
275,sleep-talk,normal,0,0
275,return,normal,0,100
275,frustration,normal,0,100
275,synthesis,grass,0,0
275,hidden-power,normal,60,100
275,twister,dragon,40,100
275,rain-dance,water,0,0
275,sunny-day,fire,0,0
275,psych-up,normal,0,0
275,shadow-ball,ghost,80,100
275,rock-smash,fighting,40,100
275,beat-up,dark,0,100
275,fake-out,normal,40,100
275,uproar,normal,90,100
275,heat-wave,fire,95,90
275,torment,dark,0,100
275,will-o-wisp,fire,0,85
275,facade,normal,70,100
275,nature-power,normal,0,0
275,taunt,dark,0,100
275,revenge,fighting,60,100
275,brick-break,fighting,75,100
275,knock-off,dark,65,100
275,endeavor,normal,0,100
275,imprison,psychic,0,0
275,secret-power,normal,70,100
275,astonish,ghost,30,100
275,weather-ball,normal,50,100
275,air-cutter,flying,60,95
275,rock-tomb,rock,60,95
275,silver-wind,bug,60,100
275,extrasensory,psychic,80,100
275,bullet-seed,grass,25,100
275,aerial-ace,flying,60,0
275,bounce,flying,85,85
275,magical-leaf,grass,60,0
275,leaf-blade,grass,90,100
275,natural-gift,normal,0,100
275,tailwind,flying,0,0
275,payback,dark,50,100
275,assurance,dark,60,100
275,embargo,dark,0,100
275,fling,dark,0,100
275,power-swap,psychic,0,0
275,worry-seed,grass,0,100
275,sucker-punch,dark,70,100
275,toxic-spikes,poison,0,0
275,dark-pulse,dark,80,100
275,night-slash,dark,70,100
275,seed-bomb,grass,80,100
275,air-slash,flying,75,95
275,x-scissor,bug,80,100
275,vacuum-wave,fighting,40,100
275,focus-blast,fighting,120,70
275,energy-ball,grass,90,100
275,giga-impact,normal,150,90
275,nasty-plot,dark,0,0
275,defog,flying,0,0
275,leaf-storm,grass,130,90
275,captivate,normal,0,100
275,grass-knot,grass,0,100
275,ominous-wind,ghost,60,100
275,low-sweep,fighting,65,100
275,foul-play,dark,95,100
275,round,normal,60,100
275,hex,ghost,65,100
275,retaliate,normal,70,100
275,leaf-tornado,grass,65,90
275,hurricane,flying,110,70
275,snarl,dark,55,95
275,petal-blizzard,grass,90,100
275,grassy-terrain,grass,0,0
275,confide,normal,0,0
275,power-up-punch,fighting,40,100
275,solar-blade,grass,125,100
275,throat-chop,dark,80,100
275,brutal-swing,dark,60,100
275,grassy-glide,grass,55,100
275,lash-out,dark,75,100
275,tera-blast,normal,80,100
275,trailblaze,grass,50,100
275,chilling-water,water,50,100
275,upper-hand,fighting,65,100
276,wing-attack,flying,60,100
276,whirlwind,normal,0,0
276,fly,flying,90,95
276,double-edge,normal,120,100
276,growl,normal,0,100
276,supersonic,normal,0,55
276,peck,flying,35,100
276,counter,fighting,0,100
276,toxic,poison,0,90
276,agility,psychic,0,0
276,quick-attack,normal,40,100
276,rage,normal,20,100
276,mimic,normal,0,0
276,double-team,normal,0,0
276,focus-energy,normal,0,0
276,mirror-move,flying,0,0
276,swift,normal,60,0
276,sky-attack,flying,140,90
276,rest,psychic,0,0
276,substitute,normal,0,0
276,thief,dark,60,100
276,snore,normal,50,100
276,reversal,fighting,0,100
276,protect,normal,0,0
276,mud-slap,ground,20,100
276,endure,normal,0,0
276,swagger,normal,0,85
276,steel-wing,steel,70,90
276,attract,normal,0,100
276,sleep-talk,normal,0,0
276,return,normal,0,100
276,frustration,normal,0,100
276,pursuit,dark,40,100
276,hidden-power,normal,60,100
276,twister,dragon,40,100
276,rain-dance,water,0,0
276,sunny-day,fire,0,0
276,heat-wave,fire,95,90
276,facade,normal,70,100
276,endeavor,normal,0,100
276,refresh,normal,0,0
276,secret-power,normal,70,100
276,air-cutter,flying,60,95
276,aerial-ace,flying,60,0
276,roost,flying,0,0
276,natural-gift,normal,0,100
276,pluck,flying,60,100
276,tailwind,flying,0,0
276,u-turn,bug,70,100
276,air-slash,flying,75,95
276,brave-bird,flying,120,100
276,defog,flying,0,0
276,captivate,normal,0,100
276,ominous-wind,ghost,60,100
276,round,normal,60,100
276,echoed-voice,normal,40,100
276,quick-guard,fighting,0,0
276,work-up,normal,0,0
276,hurricane,flying,110,70
276,boomburst,normal,140,100
276,confide,normal,0,0
277,wing-attack,flying,60,100
277,fly,flying,90,95
277,double-edge,normal,120,100
277,growl,normal,0,100
277,hyper-beam,normal,150,90
277,peck,flying,35,100
277,counter,fighting,0,100
277,toxic,poison,0,90
277,agility,psychic,0,0
277,quick-attack,normal,40,100
277,mimic,normal,0,0
277,double-team,normal,0,0
277,focus-energy,normal,0,0
277,swift,normal,60,0
277,sky-attack,flying,140,90
277,rest,psychic,0,0
277,substitute,normal,0,0
277,thief,dark,60,100
277,snore,normal,50,100
277,reversal,fighting,0,100
277,protect,normal,0,0
277,mud-slap,ground,20,100
277,endure,normal,0,0
277,swagger,normal,0,85
277,steel-wing,steel,70,90
277,attract,normal,0,100
277,sleep-talk,normal,0,0
277,return,normal,0,100
277,frustration,normal,0,100
277,hidden-power,normal,60,100
277,twister,dragon,40,100
277,rain-dance,water,0,0
277,sunny-day,fire,0,0
277,heat-wave,fire,95,90
277,facade,normal,70,100
277,endeavor,normal,0,100
277,secret-power,normal,70,100
277,air-cutter,flying,60,95
277,aerial-ace,flying,60,0
277,roost,flying,0,0
277,natural-gift,normal,0,100
277,pluck,flying,60,100
277,tailwind,flying,0,0
277,u-turn,bug,70,100
277,air-slash,flying,75,95
277,brave-bird,flying,120,100
277,giga-impact,normal,150,90
277,defog,flying,0,0
277,captivate,normal,0,100
277,ominous-wind,ghost,60,100
277,round,normal,60,100
277,echoed-voice,normal,40,100
277,quick-guard,fighting,0,0
277,work-up,normal,0,0
277,confide,normal,0,0
277,laser-focus,normal,0,0
278,gust,flying,40,100
278,wing-attack,flying,60,100
278,fly,flying,90,95
278,take-down,normal,90,85
278,double-edge,normal,120,100
278,growl,normal,0,100
278,supersonic,normal,0,55
278,mist,ice,0,0
278,water-gun,water,40,100
278,hydro-pump,water,110,80
278,surf,water,90,100
278,ice-beam,ice,90,100
278,blizzard,ice,110,70
278,toxic,poison,0,90
278,agility,psychic,0,0
278,quick-attack,normal,40,100
278,mimic,normal,0,0
278,double-team,normal,0,0
278,waterfall,water,80,100
278,swift,normal,60,0
278,sky-attack,flying,140,90
278,rest,psychic,0,0
278,substitute,normal,0,0
278,thief,dark,60,100
278,snore,normal,50,100
278,protect,normal,0,0
278,mud-slap,ground,20,100
278,icy-wind,ice,55,95
278,endure,normal,0,0
278,swagger,normal,0,85
278,steel-wing,steel,70,90
278,attract,normal,0,100
278,sleep-talk,normal,0,0
278,return,normal,0,100
278,frustration,normal,0,100
278,pursuit,dark,40,100
278,hidden-power,normal,60,100
278,twister,dragon,40,100
278,rain-dance,water,0,0
278,whirlpool,water,35,85
278,uproar,normal,90,100
278,hail,ice,0,0
278,facade,normal,70,100
278,helping-hand,normal,0,0
278,knock-off,dark,65,100
278,secret-power,normal,70,100
278,feather-dance,flying,0,100
278,air-cutter,flying,60,95
278,muddy-water,water,90,85
278,aerial-ace,flying,60,0
278,water-sport,water,0,0
278,shock-wave,electric,60,0
278,water-pulse,water,60,100
278,roost,flying,0,0
278,brine,water,65,100
278,natural-gift,normal,0,100
278,pluck,flying,60,100
278,tailwind,flying,0,0
278,u-turn,bug,70,100
278,aqua-ring,water,0,0
278,air-slash,flying,75,95
278,brave-bird,flying,120,100
278,defog,flying,0,0
278,captivate,normal,0,100
278,ominous-wind,ghost,60,100
278,wide-guard,rock,0,0
278,soak,water,0,100
278,round,normal,60,100
278,echoed-voice,normal,40,100
278,scald,water,80,100
278,acrobatics,flying,55,100
278,hurricane,flying,110,70
278,confide,normal,0,0
278,liquidation,water,85,100
278,dual-wingbeat,flying,40,90
278,tera-blast,normal,80,100
278,snowscape,ice,0,0
278,chilling-water,water,50,100
279,wing-attack,flying,60,100
279,fly,flying,90,95
279,body-slam,normal,85,100
279,take-down,normal,90,85
279,double-edge,normal,120,100
279,growl,normal,0,100
279,supersonic,normal,0,55
279,mist,ice,0,0
279,water-gun,water,40,100
279,hydro-pump,water,110,80
279,surf,water,90,100
279,ice-beam,ice,90,100
279,blizzard,ice,110,70
279,hyper-beam,normal,150,90
279,toxic,poison,0,90
279,agility,psychic,0,0
279,quick-attack,normal,40,100
279,mimic,normal,0,0
279,double-team,normal,0,0
279,waterfall,water,80,100
279,swift,normal,60,0
279,sky-attack,flying,140,90
279,rest,psychic,0,0
279,substitute,normal,0,0
279,thief,dark,60,100
279,snore,normal,50,100
279,protect,normal,0,0
279,mud-slap,ground,20,100
279,icy-wind,ice,55,95
279,endure,normal,0,0
279,swagger,normal,0,85
279,steel-wing,steel,70,90
279,attract,normal,0,100
279,sleep-talk,normal,0,0
279,return,normal,0,100
279,frustration,normal,0,100
279,hidden-power,normal,60,100
279,twister,dragon,40,100
279,rain-dance,water,0,0
279,whirlpool,water,35,85
279,uproar,normal,90,100
279,stockpile,normal,0,0
279,spit-up,normal,0,100
279,swallow,normal,0,0
279,hail,ice,0,0
279,facade,normal,70,100
279,helping-hand,normal,0,0
279,knock-off,dark,65,100
279,secret-power,normal,70,100
279,feather-dance,flying,0,100
279,weather-ball,normal,50,100
279,air-cutter,flying,60,95
279,muddy-water,water,90,85
279,aerial-ace,flying,60,0
279,water-sport,water,0,0
279,shock-wave,electric,60,0
279,water-pulse,water,60,100
279,roost,flying,0,0
279,brine,water,65,100
279,natural-gift,normal,0,100
279,pluck,flying,60,100
279,tailwind,flying,0,0
279,u-turn,bug,70,100
279,payback,dark,50,100
279,fling,dark,0,100
