pokemonID,statName,baseStat,effort,isBattleOnly
323,special-defense,75,0,False
323,speed,40,0,False
324,hp,70,0,False
324,attack,85,0,False
324,defense,140,2,False
324,special-attack,85,0,False
324,special-defense,70,0,False
324,speed,20,0,False
325,hp,60,0,False
325,attack,25,0,False
325,defense,35,0,False
325,special-attack,70,0,False
325,special-defense,80,1,False
325,speed,60,0,False
326,hp,80,0,False
326,attack,45,0,False
326,defense,65,0,False
326,special-attack,90,0,False
326,special-defense,110,2,False
326,speed,80,0,False
327,hp,60,0,False
327,attack,60,0,False
327,defense,60,0,False
327,special-attack,60,1,False
327,special-defense,60,0,False
327,speed,60,0,False
328,hp,45,0,False
328,attack,100,1,False
328,defense,45,0,False
328,special-attack,45,0,False
328,special-defense,45,0,False
328,speed,10,0,False
329,hp,50,0,False
329,attack,70,1,False
329,defense,50,0,False
329,special-attack,50,0,False
329,special-defense,50,0,False
329,speed,70,1,False
330,hp,80,0,False
330,attack,100,1,False
330,defense,80,0,False
330,special-attack,80,0,False
330,special-defense,80,0,False
330,speed,100,2,False
331,hp,50,0,False
331,attack,85,0,False
331,defense,40,0,False
331,special-attack,85,1,False
331,special-defense,40,0,False
331,speed,35,0,False
332,hp,70,0,False
332,attack,115,1,False
332,defense,60,0,False
332,special-attack,115,1,False
332,special-defense,60,0,False
332,speed,55,0,False
333,hp,45,0,False
333,attack,40,0,False
333,defense,60,0,False
333,special-attack,40,0,False
333,special-defense,75,1,False
333,speed,50,0,False
334,hp,75,0,False
334,attack,70,0,False
334,defense,90,0,False
334,special-attack,70,0,False
334,special-defense,105,2,False
334,speed,80,0,False
335,hp,73,0,False
335,attack,115,2,False
335,defense,60,0,False
335,special-attack,60,0,False
335,special-defense,60,0,False
335,speed,90,0,False
336,hp,73,0,False
336,attack,100,1,False
336,defense,60,0,False
336,special-attack,100,1,False
336,special-defense,60,0,False
336,speed,65,0,False
337,hp,90,0,False
337,attack,55,0,False
337,defense,65,0,False
337,special-attack,95,2,False
337,special-defense,85,0,False
337,speed,70,0,False
338,hp,90,0,False
338,attack,95,2,False
338,defense,85,0,False
338,special-attack,55,0,False
338,special-defense,65,0,False
338,speed,70,0,False
339,hp,50,1,False
339,attack,48,0,False
339,defense,43,0,False
339,special-attack,46,0,False
339,special-defense,41,0,False
339,speed,60,0,False
340,hp,110,2,False
340,attack,78,0,False
340,defense,73,0,False
340,special-attack,76,0,False
340,special-defense,71,0,False
340,speed,60,0,False
341,hp,43,0,False
341,attack,80,1,False
341,defense,65,0,False
341,special-attack,50,0,False
341,special-defense,35,0,False
341,speed,35,0,False
342,hp,63,0,False
342,attack,120,2,False
342,defense,85,0,False
342,special-attack,90,0,False
342,special-defense,55,0,False
342,speed,55,0,False
343,hp,40,0,False
343,attack,40,0,False
343,defense,55,0,False
343,special-attack,40,0,False
343,special-defense,70,1,False
343,speed,55,0,False
344,hp,60,0,False
344,attack,70,0,False
344,defense,105,0,False
344,special-attack,70,0,False
344,special-defense,120,2,False
344,speed,75,0,False
345,hp,66,0,False
345,attack,41,0,False
345,defense,77,0,False
345,special-attack,61,0,False
345,special-defense,87,1,False
345,speed,23,0,False
346,hp,86,0,False
346,attack,81,0,False
346,defense,97,0,False
346,special-attack,81,0,False
346,special-defense,107,2,False
346,speed,43,0,False
347,hp,45,0,False
347,attack,95,1,False
347,defense,50,0,False
347,special-attack,40,0,False
347,special-defense,50,0,False
347,speed,75,0,False
348,hp,75,0,False
348,attack,125,2,False
348,defense,100,0,False
348,special-attack,70,0,False
348,special-defense,80,0,False
348,speed,45,0,False
349,hp,20,0,False
349,attack,15,0,False
349,defense,20,0,False
349,special-attack,10,0,False
349,special-defense,55,0,False
349,speed,80,1,False
350,hp,95,0,False
350,attack,60,0,False
350,defense,79,0,False
350,special-attack,100,0,False
350,special-defense,125,2,False
350,speed,81,0,False
351,hp,70,1,False
351,attack,70,0,False
351,defense,70,0,False
351,special-attack,70,0,False
351,special-defense,70,0,False
351,speed,70,0,False
352,hp,60,0,False
352,attack,90,0,False
352,defense,70,0,False
352,special-attack,60,0,False
352,special-defense,120,1,False
352,speed,40,0,False
353,hp,44,0,False
353,attack,75,1,False
353,defense,35,0,False
353,special-attack,63,0,False
353,special-defense,33,0,False
353,speed,45,0,False
354,hp,64,0,False
354,attack,115,2,False
354,defense,65,0,False
354,special-attack,83,0,False
354,special-defense,63,0,False
354,speed,65,0,False
355,hp,20,0,False
355,attack,40,0,False
355,defense,90,0,False
355,special-attack,30,0,False
355,special-defense,90,1,False
355,speed,25,0,False
356,hp,40,0,False
356,attack,70,0,False
356,defense,130,1,False
356,special-attack,60,0,False
356,special-defense,130,1,False
356,speed,25,0,False
357,hp,99,2,False
357,attack,68,0,False
357,defense,83,0,False
357,special-attack,72,0,False
357,special-defense,87,0,False
357,speed,51,0,False
358,hp,75,0,False
358,attack,50,0,False
358,defense,80,0,False
358,special-attack,95,1,False
358,special-defense,90,1,False
358,speed,65,0,False
359,hp,65,0,False
359,attack,130,2,False
359,defense,60,0,False
359,special-attack,75,0,False
359,special-defense,60,0,False
359,speed,75,0,False
360,hp,95,1,False
360,attack,23,0,False
360,defense,48,0,False
360,special-attack,23,0,False
360,special-defense,48,0,False
360,speed,23,0,False
361,hp,50,1,False
361,attack,50,0,False
361,defense,50,0,False
361,special-attack,50,0,False
361,special-defense,50,0,False
361,speed,50,0,False
362,hp,80,2,False
362,attack,80,0,False
362,defense,80,0,False
362,special-attack,80,0,False
362,special-defense,80,0,False
362,speed,80,0,False
363,hp,70,1,False
363,attack,40,0,False
363,defense,50,0,False
363,special-attack,55,0,False
363,special-defense,50,0,False
363,speed,25,0,False
364,hp,90,2,False
364,attack,60,0,False
364,defense,70,0,False
364,special-attack,75,0,False
364,special-defense,70,0,False
364,speed,45,0,False
365,hp,110,3,False
365,attack,80,0,False
365,defense,90,0,False
365,special-attack,95,0,False
365,special-defense,90,0,False
365,speed,65,0,False
366,hp,35,0,False
366,attack,64,0,False
366,defense,85,1,False
366,special-attack,74,0,False
366,special-defense,55,0,False
366,speed,32,0,False
367,hp,55,0,False
367,attack,104,1,False
367,defense,105,1,False
367,special-attack,94,0,False
367,special-defense,75,0,False
367,speed,52,0,False
368,hp,55,0,False
368,attack,84,0,False
368,defense,105,0,False
368,special-attack,114,2,False
368,special-defense,75,0,False
368,speed,52,0,False
369,hp,100,1,False
369,attack,90,0,False
369,defense,130,1,False
369,special-attack,45,0,False
369,special-defense,65,0,False
369,speed,55,0,False
370,hp,43,0,False
370,attack,30,0,False
370,defense,55,0,False
370,special-attack,40,0,False
370,special-defense,65,0,False
370,speed,97,1,False
371,hp,45,0,False
371,attack,75,1,False
371,defense,60,0,False
371,special-attack,40,0,False
371,special-defense,30,0,False
371,speed,50,0,False
372,hp,65,0,False
372,attack,95,0,False
372,defense,100,2,False
372,special-attack,60,0,False
372,special-defense,50,0,False
372,speed,50,0,False
373,hp,95,0,False
373,attack,135,3,False
373,defense,80,0,False
373,special-attack,110,0,False
373,special-defense,80,0,False
373,speed,100,0,False
374,hp,40,0,False
374,attack,55,0,False
374,defense,80,1,False
374,special-attack,35,0,False
374,special-defense,60,0,False
374,speed,30,0,False
375,hp,60,0,False
375,attack,75,0,False
375,defense,100,2,False
375,special-attack,55,0,False
375,special-defense,80,0,False
375,speed,50,0,False
376,hp,80,0,False
376,attack,135,0,False
376,defense,130,3,False
376,special-attack,95,0,False
376,special-defense,90,0,False
376,speed,70,0,False
377,hp,80,0,False
377,attack,100,0,False
377,defense,200,3,False
377,special-attack,50,0,False
377,special-defense,100,0,False
377,speed,50,0,False
378,hp,80,0,False
378,attack,50,0,False
378,defense,100,0,False
378,special-attack,100,0,False
378,special-defense,200,3,False
378,speed,50,0,False
379,hp,80,0,False
379,attack,75,0,False
379,defense,150,2,False
379,special-attack,75,0,False
379,special-defense,150,1,False
379,speed,50,0,False
380,hp,80,0,False
380,attack,80,0,False
380,defense,90,0,False
380,special-attack,110,0,False
380,special-defense,130,3,False
380,speed,110,0,False
381,hp,80,0,False
381,attack,90,0,False
381,defense,80,0,False
381,special-attack,130,3,False
381,special-defense,110,0,False
381,speed,110,0,False
382,hp,100,0,False
382,attack,100,0,False
382,defense,90,0,False
382,special-attack,150,3,False
382,special-defense,140,0,False
382,speed,90,0,False
383,hp,100,0,False
383,attack,150,3,False
383,defense,140,0,False
383,special-attack,100,0,False
383,special-defense,90,0,False
383,speed,90,0,False
384,hp,105,0,False
384,attack,150,2,False
384,defense,90,0,False
384,special-attack,150,1,False
384,special-defense,90,0,False
384,speed,95,0,False
385,hp,100,3,False
385,attack,100,0,False
385,defense,100,0,False
385,special-attack,100,0,False
385,special-defense,100,0,False
385,speed,100,0,False
386,hp,50,0,False
386,attack,150,1,False
386,defense,50,0,False
386,special-attack,150,1,False
386,special-defense,50,0,False
386,speed,150,1,False
387,hp,55,0,False
387,attack,68,1,False
387,defense,64,0,False
387,special-attack,45,0,False
387,special-defense,55,0,False
387,speed,31,0,False
388,hp,75,0,False
388,attack,89,1,False
388,defense,85,1,False
388,special-attack,55,0,False
388,special-defense,65,0,False
388,speed,36,0,False
389,hp,95,0,False
389,attack,109,2,False
389,defense,105,1,False
389,special-attack,75,0,False
389,special-defense,85,0,False
389,speed,56,0,False
390,hp,44,0,False
390,attack,58,0,False
390,defense,44,0,False
390,special-attack,58,0,False
390,special-defense,44,0,False
390,speed,61,1,False
391,hp,64,0,False
391,attack,78,0,False
391,defense,52,0,False
391,special-attack,78,1,False
391,special-defense,52,0,False
391,speed,81,1,False
392,hp,76,0,False
392,attack,104,1,False
392,defense,71,0,False
392,special-attack,104,1,False
392,special-defense,71,0,False
392,speed,108,1,False
393,hp,53,0,False
393,attack,51,0,False
393,defense,53,0,False
393,special-attack,61,1,False
393,special-defense,56,0,False
393,speed,40,0,False
394,hp,64,0,False
394,attack,66,0,False
394,defense,68,0,False
394,special-attack,81,2,False
394,special-defense,76,0,False
394,speed,50,0,False
395,hp,84,0,False
395,attack,86,0,False
395,defense,88,0,False
395,special-attack,111,3,False
395,special-defense,101,0,False
395,speed,60,0,False
396,hp,40,0,False
396,attack,55,0,False
396,defense,30,0,False
396,special-attack,30,0,False
396,special-defense,30,0,False
396,speed,60,1,False
397,hp,55,0,False
397,attack,75,0,False
397,defense,50,0,False
397,special-attack,40,0,False
397,special-defense,40,0,False
397,speed,80,2,False
398,hp,85,0,False
398,attack,120,3,False
398,defense,70,0,False
398,special-attack,50,0,False
398,special-defense,60,0,False
398,speed,100,0,False
399,hp,59,1,False
399,attack,45,0,False
399,defense,40,0,False
399,special-attack,35,0,False
399,special-defense,40,0,False
399,speed,31,0,False
400,hp,79,0,False
400,attack,85,2,False
400,defense,60,0,False
400,special-attack,55,0,False
400,special-defense,60,0,False
400,speed,71,0,False
401,hp,37,0,False
401,attack,25,0,False
401,defense,41,1,False
401,special-attack,25,0,False
401,special-defense,41,0,False
401,speed,25,0,False
402,hp,77,0,False
402,attack,85,2,False
402,defense,51,0,False
402,special-attack,55,0,False
402,special-defense,51,0,False
402,speed,65,0,False
403,hp,45,0,False
403,attack,65,1,False
403,defense,34,0,False
403,special-attack,40,0,False
403,special-defense,34,0,False
403,speed,45,0,False
404,hp,60,0,False
404,attack,85,2,False
404,defense,49,0,False
404,special-attack,60,0,False
404,special-defense,49,0,False
404,speed,60,0,False
405,hp,80,0,False
405,attack,120,3,False
405,defense,79,0,False
405,special-attack,95,0,False
405,special-defense,79,0,False
405,speed,70,0,False
406,hp,40,0,False
406,attack,30,0,False
406,defense,35,0,False
406,special-attack,50,1,False
406,special-defense,70,0,False
406,speed,55,0,False
407,hp,60,0,False
407,attack,70,0,False
407,defense,65,0,False
407,special-attack,125,3,False
407,special-defense,105,0,False
407,speed,90,0,False
408,hp,67,0,False
408,attack,125,1,False
408,defense,40,0,False
408,special-attack,30,0,False
408,special-defense,30,0,False
408,speed,58,0,False
409,hp,97,0,False
409,attack,165,2,False
409,defense,60,0,False
409,special-attack,65,0,False
409,special-defense,50,0,False
409,speed,58,0,False
410,hp,30,0,False
410,attack,42,0,False
410,defense,118,1,False
410,special-attack,42,0,False
410,special-defense,88,0,False
410,speed,30,0,False
411,hp,60,0,False
411,attack,52,0,False
411,defense,168,2,False
411,special-attack,47,0,False
411,special-defense,138,0,False
411,speed,30,0,False
412,hp,40,0,False
412,attack,29,0,False
412,defense,45,0,False
412,special-attack,29,0,False
412,special-defense,45,1,False
412,speed,36,0,False
413,hp,60,0,False
413,attack,59,0,False
413,defense,85,0,False
413,special-attack,79,0,False
413,special-defense,105,2,False
413,speed,36,0,False
414,hp,70,0,False
414,attack,94,1,False
414,defense,50,0,False
414,special-attack,94,1,False
414,special-defense,50,0,False
414,speed,66,0,False
415,hp,30,0,False
415,attack,30,0,False
415,defense,42,0,False
415,special-attack,30,0,False
415,special-defense,42,0,False
415,speed,70,1,False
416,hp,70,0,False
416,attack,80,0,False
416,defense,102,1,False
416,special-attack,80,0,False
416,special-defense,102,1,False
416,speed,40,0,False
417,hp,60,0,False
417,attack,45,0,False
417,defense,70,0,False
417,special-attack,45,0,False
417,special-defense,90,0,False
417,speed,95,1,False
418,hp,55,0,False
418,attack,65,0,False
418,defense,35,0,False
418,special-attack,60,0,False
418,special-defense,30,0,False
418,speed,85,1,False
419,hp,85,0,False
419,attack,105,0,False
419,defense,55,0,False
419,special-attack,85,0,False
419,special-defense,50,0,False
419,speed,115,2,False
420,hp,45,0,False
420,attack,35,0,False
420,defense,45,0,False
420,special-attack,62,1,False
420,special-defense,53,0,False
420,speed,35,0,False
421,hp,70,0,False
421,attack,60,0,False
421,defense,70,0,False
421,special-attack,87,2,False
421,special-defense,78,0,False
421,speed,85,0,False
422,hp,76,1,False
422,attack,48,0,False
422,defense,48,0,False
422,special-attack,57,0,False
422,special-defense,62,0,False
422,speed,34,0,False
423,hp,111,2,False
423,attack,83,0,False
423,defense,68,0,False
423,special-attack,92,0,False
423,special-defense,82,0,False
423,speed,39,0,False
424,hp,75,0,False
424,attack,100,0,False
424,defense,66,0,False
424,special-attack,60,0,False
424,special-defense,66,0,False
424,speed,115,2,False
425,hp,90,1,False
425,attack,50,0,False
425,defense,34,0,False
425,special-attack,60,0,False
425,special-defense,44,0,False
425,speed,70,0,False
426,hp,150,2,False
426,attack,80,0,False
426,defense,44,0,False
426,special-attack,90,0,False
426,special-defense,54,0,False
426,speed,80,0,False
427,hp,55,0,False
427,attack,66,0,False
427,defense,44,0,False
427,special-attack,44,0,False
427,special-defense,56,0,False
427,speed,85,1,False
428,hp,65,0,False
428,attack,76,0,False
428,defense,84,0,False
428,special-attack,54,0,False
428,special-defense,96,0,False
428,speed,105,2,False
429,hp,60,0,False
429,attack,60,0,False
429,defense,60,0,False
429,special-attack,105,1,False
429,special-defense,105,1,False
429,speed,105,0,False
430,hp,100,0,False
430,attack,125,2,False
430,defense,52,0,False
430,special-attack,105,0,False
430,special-defense,52,0,False
430,speed,71,0,False
431,hp,49,0,False
431,attack,55,0,False
431,defense,42,0,False
431,special-attack,42,0,False
431,special-defense,37,0,False
431,speed,85,1,False
432,hp,71,0,False
432,attack,82,0,False
432,defense,64,0,False
432,special-attack,64,0,False
432,special-defense,59,0,False
432,speed,112,2,False
433,hp,45,0,False
433,attack,30,0,False
433,defense,50,0,False
433,special-attack,65,1,False
433,special-defense,50,0,False
433,speed,45,0,False
434,hp,63,0,False
434,attack,63,0,False
434,defense,47,0,False
434,special-attack,41,0,False
434,special-defense,41,0,False
434,speed,74,1,False
435,hp,103,2,False
435,attack,93,0,False
435,defense,67,0,False
435,special-attack,71,0,False
435,special-defense,61,0,False
435,speed,84,0,False
436,hp,57,0,False
436,attack,24,0,False
436,defense,86,1,False
436,special-attack,24,0,False
436,special-defense,86,0,False
436,speed,23,0,False
437,hp,67,0,False
437,attack,89,0,False
437,defense,116,1,False
437,special-attack,79,0,False
437,special-defense,116,1,False
437,speed,33,0,False
438,hp,50,0,False
438,attack,80,0,False
438,defense,95,1,False
438,special-attack,10,0,False
438,special-defense,45,0,False
438,speed,10,0,False
439,hp,20,0,False
439,attack,25,0,False
439,defense,45,0,False
439,special-attack,70,0,False
439,special-defense,90,1,False
439,speed,60,0,False
440,hp,100,1,False
440,attack,5,0,False
440,defense,5,0,False
440,special-attack,15,0,False
440,special-defense,65,0,False
440,speed,30,0,False
441,hp,76,0,False
441,attack,65,1,False
441,defense,45,0,False
441,special-attack,92,0,False
441,special-defense,42,0,False
441,speed,91,0,False
442,hp,50,0,False
442,attack,92,0,False
442,defense,108,1,False
442,special-attack,92,0,False
442,special-defense,108,1,False
442,speed,35,0,False
443,hp,58,0,False
443,attack,70,1,False
443,defense,45,0,False
443,special-attack,40,0,False
443,special-defense,45,0,False
443,speed,42,0,False
444,hp,68,0,False
444,attack,90,2,False
444,defense,65,0,False
444,special-attack,50,0,False
444,special-defense,55,0,False
444,speed,82,0,False
445,hp,108,0,False
445,attack,130,3,False
445,defense,95,0,False
445,special-attack,80,0,False
445,special-defense,85,0,False
445,speed,102,0,False
446,hp,135,1,False
446,attack,85,0,False
446,defense,40,0,False
446,special-attack,40,0,False
446,special-defense,85,0,False
446,speed,5,0,False
447,hp,40,0,False
447,attack,70,1,False
447,defense,40,0,False
447,special-attack,35,0,False
447,special-defense,40,0,False
447,speed,60,0,False
448,hp,70,0,False
448,attack,110,1,False
448,defense,70,0,False
448,special-attack,115,1,False
448,special-defense,70,0,False
448,speed,90,0,False
449,hp,68,0,False
449,attack,72,0,False
449,defense,78,1,False
449,special-attack,38,0,False
449,special-defense,42,0,False
449,speed,32,0,False
450,hp,108,0,False
450,attack,112,0,False
450,defense,118,2,False
450,special-attack,68,0,False
450,special-defense,72,0,False
450,speed,47,0,False
451,hp,40,0,False
451,attack,50,0,False
451,defense,90,1,False
451,special-attack,30,0,False
451,special-defense,55,0,False
451,speed,65,0,False
452,hp,70,0,False
452,attack,90,0,False
452,defense,110,2,False
452,special-attack,60,0,False
452,special-defense,75,0,False
452,speed,95,0,False
453,hp,48,0,False
453,attack,61,1,False
453,defense,40,0,False
453,special-attack,61,0,False
453,special-defense,40,0,False
453,speed,50,0,False
454,hp,83,0,False
454,attack,106,2,False
454,defense,65,0,False
454,special-attack,86,0,False
454,special-defense,65,0,False
454,speed,85,0,False
455,hp,74,0,False
455,attack,100,2,False
455,defense,72,0,False
455,special-attack,90,0,False
455,special-defense,72,0,False
455,speed,46,0,False
456,hp,49,0,False
456,attack,49,0,False
456,defense,56,0,False
456,special-attack,49,0,False
456,special-defense,61,0,False
456,speed,66,1,False
457,hp,69,0,False
457,attack,69,0,False
457,defense,76,0,False
457,special-attack,69,0,False
457,special-defense,86,0,False
457,speed,91,2,False
458,hp,45,0,False
458,attack,20,0,False
458,defense,50,0,False
458,special-attack,60,0,False
458,special-defense,120,1,False
458,speed,50,0,False
459,hp,60,0,False
459,attack,62,1,False
459,defense,50,0,False
459,special-attack,62,0,False
459,special-defense,60,0,False
459,speed,40,0,False
460,hp,90,0,False
460,attack,92,1,False
460,defense,75,0,False
460,special-attack,92,1,False
460,special-defense,85,0,False
460,speed,60,0,False
461,hp,70,0,False
461,attack,120,1,False
461,defense,65,0,False
461,special-attack,45,0,False
461,special-defense,85,0,False
461,speed,125,1,False
462,hp,70,0,False
462,attack,70,0,False
462,defense,115,0,False
462,special-attack,130,3,False
462,special-defense,90,0,False
462,speed,60,0,False
463,hp,110,3,False
463,attack,85,0,False
463,defense,95,0,False
463,special-attack,80,0,False
463,special-defense,95,0,False
463,speed,50,0,False
464,hp,115,0,False
464,attack,140,3,False
464,defense,130,0,False
464,special-attack,55,0,False
464,special-defense,55,0,False
464,speed,40,0,False
465,hp,100,0,False
465,attack,100,0,False
465,defense,125,2,False
465,special-attack,110,0,False
465,special-defense,50,0,False
465,speed,50,0,False
466,hp,75,0,False
466,attack,123,3,False
466,defense,67,0,False
466,special-attack,95,0,False
466,special-defense,85,0,False
466,speed,95,0,False
467,hp,75,0,False
467,attack,95,0,False
467,defense,67,0,False
467,special-attack,125,3,False
467,special-defense,95,0,False
467,speed,83,0,False
468,hp,85,0,False
468,attack,50,0,False
468,defense,95,0,False
468,special-attack,120,2,False
468,special-defense,115,1,False
468,speed,80,0,False
469,hp,86,0,False
469,attack,76,2,False
469,defense,86,0,False
469,special-attack,116,0,False
469,special-defense,56,0,False
469,speed,95,0,False
470,hp,65,0,False
470,attack,110,0,False
470,defense,130,2,False
470,special-attack,60,0,False
470,special-defense,65,0,False
470,speed,95,0,False
471,hp,65,0,False
471,attack,60,0,False
471,defense,110,0,False
471,special-attack,130,2,False
471,special-defense,95,0,False
471,speed,65,0,False
472,hp,75,0,False
472,attack,95,0,False
472,defense,125,2,False
472,special-attack,45,0,False
472,special-defense,75,0,False
472,speed,95,0,False
473,hp,110,0,False
473,attack,130,3,False
473,defense,80,0,False
473,special-attack,70,0,False
473,special-defense,60,0,False
473,speed,80,0,False
474,hp,85,0,False
474,attack,80,0,False
474,defense,70,0,False
474,special-attack,135,3,False
474,special-defense,75,0,False
474,speed,90,0,False
475,hp,68,0,False
475,attack,125,3,False
475,defense,65,0,False
475,special-attack,65,0,False
475,special-defense,115,0,False
475,speed,80,0,False
476,hp,60,0,False
476,attack,55,0,False
476,defense,145,1,False
476,special-attack,75,0,False
476,special-defense,150,2,False
476,speed,40,0,False
477,hp,45,0,False
477,attack,100,0,False
477,defense,135,1,False
477,special-attack,65,0,False
477,special-defense,135,2,False
477,speed,45,0,False
478,hp,70,0,False
478,attack,80,0,False
478,defense,70,0,False
478,special-attack,80,0,False
478,special-defense,70,0,False
478,speed,110,2,False
479,hp,50,0,False
479,attack,50,0,False
479,defense,77,0,False
479,special-attack,95,1,False
479,special-defense,77,0,False
479,speed,91,1,False
480,hp,75,0,False
480,attack,75,0,False
480,defense,130,2,False
480,special-attack,75,0,False
480,special-defense,130,1,False
480,speed,95,0,False
481,hp,80,0,False
481,attack,105,1,False
481,defense,105,0,False
481,special-attack,105,1,False
481,special-defense,105,1,False
481,speed,80,0,False
482,hp,75,0,False
482,attack,125,2,False
482,defense,70,0,False
482,special-attack,125,1,False
482,special-defense,70,0,False
482,speed,115,0,False
483,hp,100,0,False
483,attack,120,0,False
483,defense,120,0,False
483,special-attack,150,3,False
483,special-defense,100,0,False
483,speed,90,0,False
484,hp,90,0,False
484,attack,120,0,False
484,defense,100,0,False
484,special-attack,150,3,False
484,special-defense,120,0,False
484,speed,100,0,False
485,hp,91,0,False
485,attack,90,0,False
485,defense,106,0,False
485,special-attack,130,3,False
485,special-defense,106,0,False
485,speed,77,0,False
486,hp,110,0,False
486,attack,160,3,False
486,defense,110,0,False
486,special-attack,80,0,False
486,special-defense,110,0,False
486,speed,100,0,False
487,hp,150,3,False
487,attack,100,0,False
487,defense,120,0,False
487,special-attack,100,0,False
487,special-defense,120,0,False
487,speed,90,0,False
488,hp,120,0,False
488,attack,70,0,False
488,defense,110,0,False
488,special-attack,75,0,False
488,special-defense,120,3,False
488,speed,85,0,False
489,hp,80,1,False
489,attack,80,0,False
489,defense,80,0,False
489,special-attack,80,0,False
489,special-defense,80,0,False
489,speed,80,0,False
490,hp,100,3,False
490,attack,100,0,False
490,defense,100,0,False
490,special-attack,100,0,False
490,special-defense,100,0,False
490,speed,100,0,False
491,hp,70,0,False
491,attack,90,0,False
491,defense,90,0,False
491,special-attack,135,2,False
491,special-defense,90,0,False
491,speed,125,1,False
492,hp,100,3,False
492,attack,100,0,False
492,defense,100,0,False
492,special-attack,100,0,False
492,special-defense,100,0,False
492,speed,100,0,False
493,hp,120,3,False
493,attack,120,0,False
493,defense,120,0,False
493,special-attack,120,0,False
493,special-defense,120,0,False
493,speed,120,0,False
494,hp,100,3,False
494,attack,100,0,False
494,defense,100,0,False
494,special-attack,100,0,False
494,special-defense,100,0,False
494,speed,100,0,False
495,hp,45,0,False
495,attack,45,0,False
495,defense,55,0,False
495,special-attack,45,0,False
495,special-defense,55,0,False
495,speed,63,1,False
496,hp,60,0,False
496,attack,60,0,False
496,defense,75,0,False
496,special-attack,60,0,False
496,special-defense,75,0,False
496,speed,83,2,False
497,hp,75,0,False
497,attack,75,0,False
497,defense,95,0,False
497,special-attack,75,0,False
497,special-defense,95,0,False
497,speed,113,3,False
498,hp,65,1,False
498,attack,63,0,False
498,defense,45,0,False
498,special-attack,45,0,False
498,special-defense,45,0,False
498,speed,45,0,False
499,hp,90,0,False
499,attack,93,2,False
499,defense,55,0,False
499,special-attack,70,0,False
499,special-defense,55,0,False
499,speed,55,0,False
500,hp,110,0,False
500,attack,123,3,False
500,defense,65,0,False
500,special-attack,100,0,False
500,special-defense,65,0,False
500,speed,65,0,False
501,hp,55,0,False
501,attack,55,0,False
501,defense,45,0,False
501,special-attack,63,1,False
501,special-defense,45,0,False
501,speed,45,0,False
502,hp,75,0,False
502,attack,75,0,False
502,defense,60,0,False
502,special-attack,83,2,False
502,special-defense,60,0,False
502,speed,60,0,False
503,hp,95,0,False
503,attack,100,0,False
503,defense,85,0,False
503,special-attack,108,3,False
503,special-defense,70,0,False
503,speed,70,0,False
504,hp,45,0,False
504,attack,55,1,False
504,defense,39,0,False
504,special-attack,35,0,False
504,special-defense,39,0,False
504,speed,42,0,False
505,hp,60,0,False
505,attack,85,2,False
505,defense,69,0,False
505,special-attack,60,0,False
505,special-defense,69,0,False
505,speed,77,0,False
506,hp,45,0,False
506,attack,60,1,False
506,defense,45,0,False
506,special-attack,25,0,False
506,special-defense,45,0,False
506,speed,55,0,False
507,hp,65,0,False
507,attack,80,2,False
507,defense,65,0,False
507,special-attack,35,0,False
507,special-defense,65,0,False
507,speed,60,0,False
508,hp,85,0,False
508,attack,110,3,False
508,defense,90,0,False
508,special-attack,45,0,False
508,special-defense,90,0,False
508,speed,80,0,False
509,hp,41,0,False
509,attack,50,0,False
509,defense,37,0,False
509,special-attack,50,0,False
509,special-defense,37,0,False
509,speed,66,1,False
510,hp,64,0,False
510,attack,88,0,False
510,defense,50,0,False
510,special-attack,88,0,False
510,special-defense,50,0,False
510,speed,106,2,False
511,hp,50,0,False
511,attack,53,0,False
511,defense,48,0,False
511,special-attack,53,0,False
511,special-defense,48,0,False
511,speed,64,1,False
512,hp,75,0,False
512,attack,98,0,False
512,defense,63,0,False
512,special-attack,98,0,False
512,special-defense,63,0,False
512,speed,101,2,False
513,hp,50,0,False
513,attack,53,0,False
513,defense,48,0,False
513,special-attack,53,0,False
513,special-defense,48,0,False
513,speed,64,1,False
514,hp,75,0,False
514,attack,98,0,False
514,defense,63,0,False
514,special-attack,98,0,False
514,special-defense,63,0,False
514,speed,101,2,False
515,hp,50,0,False
515,attack,53,0,False
515,defense,48,0,False
515,special-attack,53,0,False
515,special-defense,48,0,False
515,speed,64,1,False
516,hp,75,0,False
516,attack,98,0,False
516,defense,63,0,False
516,special-attack,98,0,False
516,special-defense,63,0,False
516,speed,101,2,False
517,hp,76,1,False
517,attack,25,0,False
517,defense,45,0,False
517,special-attack,67,0,False
517,special-defense,55,0,False
517,speed,24,0,False
518,hp,116,2,False
518,attack,55,0,False
518,defense,85,0,False
518,special-attack,107,0,False
518,special-defense,95,0,False
518,speed,29,0,False
519,hp,50,0,False
519,attack,55,1,False
519,defense,50,0,False
519,special-attack,36,0,False
519,special-defense,30,0,False
519,speed,43,0,False
520,hp,62,0,False
520,attack,77,2,False
520,defense,62,0,False
520,special-attack,50,0,False
520,special-defense,42,0,False
520,speed,65,0,False
521,hp,80,0,False
521,attack,115,3,False
521,defense,80,0,False
521,special-attack,65,0,False
521,special-defense,55,0,False
521,speed,93,0,False
522,hp,45,0,False
522,attack,60,0,False
522,defense,32,0,False
522,special-attack,50,0,False
522,special-defense,32,0,False
522,speed,76,1,False
523,hp,75,0,False
